age,annual_income,monthly_inhand_salary,credit_history_age,total_emi_per_month,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,outstanding_debt,credit_utilization_ratio,amount_invested_monthly,monthly_balance,loan_Auto Loan,loan_Credit-Builder Loan,loan_Debt Consolidation Loan,loan_Home Equity Loan,loan_Mortgage Loan,loan_No Loan,loan_Not Specified,loan_Payday Loan,loan_Personal Loan,loan_Student Loan,occupation_Accountant,occupation_Architect,occupation_Developer,occupation_Doctor,occupation_Engineer,occupation_Entrepreneur,occupation_Journalist,occupation_Lawyer,occupation_Manager,occupation_Mechanic,occupation_Media_Manager,occupation_Musician,occupation_Scientist,occupation_Teacher,occupation_Writer,credit_mix_Bad,credit_mix_Good,credit_mix_Standard,payment_of_min_amount_No,payment_of_min_amount_Yes,payment_behaviour_High_spent_Large_value_payments,payment_behaviour_High_spent_Medium_value_payments,payment_behaviour_High_spent_Small_value_payments,payment_behaviour_Low_spent_Large_value_payments,payment_behaviour_Low_spent_Medium_value_payments,payment_behaviour_Low_spent_Small_value_payments,credit_score
34,15185.65,1329.4708,72.0,22.73084,8.0,9.0,27.0,3.0,43.0,14.0,17.75,12.0,2265.53,38.37938,70.73784,329.4784,1,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,18702.5,1736.5416,24.0,42.11387,4.0,4.0,10.0,3.0,14.0,17.0,16.21,6.0,2576.87,26.185066,80.99866,330.54166,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
32,55151.04,4704.92,56.0,171.82307,10.0,6.0,23.0,6.0,29.0,19.0,10.64,9.0,1743.83,37.182003,112.549614,436.11932,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,101029.59,8224.133,57.0,192.89502,3.0,5.0,9.0,3.0,30.0,16.0,10.02,5.0,267.98,40.374783,428.651,382.0578,1,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24,37419.7,3174.3083,94.0,76.18253,1.0,7.0,5.0,4.0,8.0,4.0,7.69,0.0,653.66,25.87512,80.30148,410.9468,1,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
29,60116.7,5091.725,58.0,218.5149,5.0,8.0,19.0,7.0,19.0,13.0,12.62,11.0,2042.27,37.671135,220.278,330.3796,0,1,1,1,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,59039.52,4840.96,123.0,130.5135,5.0,6.0,12.0,3.0,17.0,16.0,13.06,0.0,1136.34,28.749372,103.50063,490.08188,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
39,37421.88,3060.49,125.0,59.188797,2.0,4.0,9.0,3.0,5.0,11.0,3.14,2.0,1083.06,23.985258,112.50986,384.35034,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
33,15660.15,1363.0125,29.0,57.29068,9.0,10.0,23.0,5.0,45.0,17.0,2.46,9.0,1354.33,31.860924,97.22995,271.7806,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,35836.84,2865.4033,127.0,50.906693,4.0,6.0,18.0,3.0,13.0,17.0,3.66,1.0,1004.66,38.642975,382.97467,142.65897,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18,20403.52,1755.2933,128.0,13.890726,1.0,7.0,12.0,1.0,2.0,6.0,3.85,4.0,397.38,27.747606,57.44516,354.19345,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
21,20917.51,1547.1259,82.0,151.4147,6.0,5.0,22.0,9.0,23.0,15.0,13.92,7.0,1743.25,29.559305,121.35021,171.94768,1,1,0,1,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,114987.15,9517.263,83.0,0.0,5.0,4.0,4.0,0.0,13.0,0.0,9.99,6.0,1494.07,42.303223,492.97836,738.74786,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
18,30355.35,2307.6125,66.0,64.48094,6.0,3.0,12.0,4.0,30.0,8.0,0.91,1.0,1328.41,33.623993,113.67456,332.60574,1,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
37,21833.79,1814.4825,103.0,71.28001,5.0,4.0,6.0,4.0,10.0,9.0,5.53,3.0,14.56,24.156841,95.40914,183.32509,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
39,40908.16,3273.0134,74.0,0.0,0.0,7.0,10.0,0.0,12.0,7.0,8.01,4.0,1210.4,38.514977,27.27224,540.0291,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19,100809.78,8439.815,45.0,219.71556,4.0,5.0,12.0,3.0,5.0,18.0,19.15,5.0,640.78,25.551855,457.95624,436.3097,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,38364.56,2901.0466,33.0,118.10091,7.0,10.0,26.0,4.0,16.0,11.0,11.7,9.0,2661.65,31.859507,71.295555,370.70822,0,0,0,1,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,41806.16,3564.8467,112.0,21.864681,2.0,7.0,7.0,1.0,7.0,2.0,6.04,5.0,300.61,33.768597,131.42711,453.19287,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
55,29485.44,2644.12,83.0,0.0,6.0,7.0,2.0,0.0,8.0,11.0,-2.54,4.0,679.47,24.024307,89.40927,455.00272,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,39161.2,3088.4333,89.0,42.112823,2.0,4.0,5.0,2.0,11.0,4.0,0.56,0.0,1344.45,38.923237,70.373924,446.3566,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,40626.05,3516.5042,72.0,53.881195,1.0,4.0,4.0,3.0,14.0,8.0,10.56,2.0,74.14,23.955875,88.25541,182.93166,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45,16197.91,1319.8258,40.0,64.3245,7.0,4.0,10.0,7.0,13.0,19.0,7.07,6.0,119.94,23.389677,81.11378,256.5443,1,1,1,1,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,7451.97,463.9975,52.0,24.08719,10.0,6.0,29.0,5.0,46.0,20.0,9.41,9.0,1428.75,36.74555,50.32516,264.29584,0,1,0,1,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,79370.76,6849.23,126.0,115.4856,8.0,3.0,19.0,3.0,14.0,16.0,8.59,3.0,715.18,34.44511,196.17531,623.2621,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
27,55593.99,4874.8325,74.0,269.03323,7.0,6.0,30.0,6.0,17.0,23.0,16.09,11.0,1314.25,27.387917,128.30467,340.14536,1,0,1,1,0,0,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,20426.38,1653.1984,134.0,44.639492,1.0,7.0,11.0,4.0,-3.0,4.0,3.45,1.0,622.66,23.745142,152.42445,238.25587,0,1,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,33694.79,2999.8992,68.0,65.81274,8.0,3.0,20.0,3.0,10.0,16.0,4.82,1.0,472.42,33.376026,230.75171,293.42548,0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
33,56539.04,4780.5864,83.0,231.30823,7.0,6.0,16.0,6.0,35.0,23.0,8.42,12.0,1857.21,36.18996,123.379585,373.37085,1,1,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,20101.36,1520.1133,71.0,67.91218,10.0,8.0,21.0,8.0,17.0,25.0,5.94,12.0,1576.38,33.7799,56.998516,307.10065,1,1,1,1,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
40,72936.68,5800.0566,130.0,51.672176,0.0,2.0,12.0,1.0,5.0,9.0,17.47,0.0,827.89,40.58639,170.35445,607.97906,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
53,76476.66,6536.055,89.0,108.961365,1.0,2.0,10.0,2.0,2.0,4.0,0.78,3.0,1020.69,41.891094,92.23866,702.40546,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
21,14125.04,1202.0867,76.0,14.539657,5.0,4.0,7.0,2.0,2.0,6.0,3.0,0.0,446.31,27.36611,146.27722,249.39178,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37,38392.96,3031.4133,69.0,46.918278,8.0,10.0,26.0,2.0,41.0,22.0,7.88,10.0,1305.12,28.730938,275.72733,260.49573,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,61463.94,5309.995,50.0,256.96643,7.0,8.0,30.0,9.0,46.0,17.0,5.79,7.0,1751.87,33.990795,77.74912,275.4053,0,1,1,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,15680.0,1571.6666,76.0,27.052765,7.0,9.0,16.0,4.0,40.0,16.0,11.55,11.0,1823.34,25.357069,121.895035,298.21887,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,55139.82,4703.985,107.0,110.39204,3.0,4.0,5.0,4.0,24.0,13.0,8.4,8.0,95.73,26.45805,70.63399,529.3725,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29,25145.36,2047.4467,132.0,31.28003,3.0,3.0,18.0,2.0,14.0,17.0,14.2,0.0,904.83,34.88431,40.826984,372.63766,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
28,85589.68,6841.473,107.0,217.5014,8.0,4.0,8.0,4.0,27.0,9.0,4.29,4.0,428.42,32.38231,78.713615,627.9323,1,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
39,18670.98,1553.915,48.0,32.444454,5.0,5.0,14.0,4.0,25.0,20.0,15.92,7.0,1397.21,32.66093,93.203514,289.74353,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
25,45002.48,3485.2068,79.0,26.13019,4.0,7.0,2.0,1.0,29.0,17.0,0.65,0.0,1221.95,29.531527,100.87187,471.51862,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
18,40000.96,3187.4133,86.0,17.28816,3.0,3.0,5.0,1.0,29.0,13.0,14.58,2.0,1326.39,26.359396,116.31824,455.13495,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35,8990.5,949.2083,55.0,14.744316,10.0,9.0,33.0,3.0,44.0,21.0,5.98,7.0,2663.62,22.861996,118.99572,251.1808,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30,106520.68,8789.724,61.0,98.337814,3.0,3.0,13.0,2.0,10.0,19.0,12.39,8.0,653.6,25.70706,247.15166,793.48285,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39,81438.56,6989.547,33.0,84.27396,3.0,4.0,20.0,2.0,19.0,13.0,8.21,8.0,509.44,28.843351,286.10614,578.5746,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
41,14096.44,977.9596,68.0,166.65143,9.0,7.0,28.0,8.0,26.0,15.0,1.27,12.0,1398.28,35.507008,80.111565,241.95108,1,1,1,1,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
50,36372.21,3269.0176,114.0,105.79737,5.0,4.0,5.0,4.0,9.0,8.0,14.78,5.0,1455.94,27.428041,93.46514,407.63922,1,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
41,48144.78,3994.065,35.0,217.26704,7.0,6.0,28.0,6.0,25.0,20.0,4.59,7.0,3150.66,30.454887,148.26004,283.87943,0,0,1,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,22332.37,1907.0309,102.0,14.231962,8.0,4.0,12.0,1.0,30.0,18.0,2.59,2.0,1154.5,35.36739,156.85242,299.6187,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,51548.56,4193.7134,68.0,92.04787,8.0,5.0,8.0,4.0,30.0,8.0,6.98,7.0,382.14,36.327,217.94179,389.38168,1,0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
55,35012.78,2964.7317,126.0,41.408062,8.0,4.0,9.0,2.0,26.0,14.0,10.06,0.0,279.53,28.941694,255.71996,289.34515,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
46,31104.32,2871.0266,130.0,22.687151,6.0,5.0,12.0,1.0,13.0,11.0,6.8,6.0,1354.0,37.720882,375.2808,179.1347,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
41,8406.375,944.53125,72.0,44.00521,9.0,5.0,25.0,9.0,49.0,20.0,5.8,10.0,1853.17,29.988947,62.0213,268.4266,1,1,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,86255.8,7427.9834,60.0,104.5345,4.0,6.0,19.0,2.0,23.0,9.0,13.53,6.0,875.22,36.76267,127.95617,750.3077,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
40,15005.31,1334.4425,51.0,66.836555,4.0,4.0,20.0,7.0,13.0,13.0,17.98,9.0,1101.54,27.312765,110.40679,215.4627,0,1,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,8453.49,977.4575,70.0,29.236416,9.0,7.0,18.0,5.0,32.0,17.0,1.52,10.0,2314.96,23.222054,101.44343,257.06592,1,0,1,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
47,115556.37,9617.697,93.0,222.07349,1.0,3.0,6.0,4.0,11.0,8.0,10.83,6.0,1080.06,37.07205,292.41385,717.2824,0,1,1,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44,20974.05,1914.8375,56.0,83.763245,7.0,8.0,27.0,6.0,38.0,12.0,14.54,12.0,1460.23,36.075577,101.96427,295.75623,1,1,1,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,16268.51,1447.7091,74.0,25.12606,7.0,7.0,19.0,2.0,23.0,20.0,12.8,4.0,2181.28,30.679184,108.166,301.47885,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,28397.31,2119.4424,109.0,27.767025,7.0,4.0,7.0,2.0,30.0,10.0,9.4,2.0,1398.33,26.032608,64.324486,399.85272,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
39,47634.45,3678.5376,57.0,170.6618,10.0,6.0,20.0,5.0,14.0,22.0,3.16,11.0,1626.64,36.304,122.45186,324.74008,1,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,60856.6,5282.3833,64.0,124.3913,3.0,6.0,9.0,3.0,14.0,6.0,3.88,3.0,1159.43,37.02734,101.2724,552.57465,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
19,39891.42,3246.285,30.0,195.22037,4.0,4.0,22.0,6.0,17.0,16.0,7.69,8.0,2411.32,39.077744,124.07956,265.32858,1,0,1,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45,20884.58,1855.3817,100.0,12.480008,6.0,6.0,15.0,1.0,7.0,12.0,16.15,3.0,22.45,30.011606,125.779236,317.27893,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,104158.68,8387.89,124.0,225.65381,4.0,3.0,15.0,3.0,14.0,13.0,11.78,0.0,330.7,42.859325,234.87242,628.26276,1,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24,18065.0,1539.5886,85.0,194.55408,10.0,9.0,28.0,9.0,34.0,18.0,4.68,10.0,2580.19,38.166725,73.00573,258.70996,0,1,1,0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
